sleep,stress,mood,energy,screen_time,activity_minutes,connectedness,activity,hour,day_type,best_nudge
7.73,4,3,3,4.35,8,4,Studying,21,Weekend,Take a short break
5.84,3,4,3,4.99,72,3,Relaxing,16,Weekday,Reduce screen time
5.83,4,3,3,5.66,36,2,Phone,13,Weekday,Stay active
6.9,2,4,3,4.27,50,4,Relaxing,16,Weekday,Maintain habits
9.17,2,3,5,2.85,184,4,Exercise,11,Weekday,Take a short break
6.16,5,3,2,3.42,129,3,Studying,8,Weekday,Take a short break
7.52,4,3,4,3.02,56,5,Exercise,16,Weekday,Reduce screen time
7.11,5,1,3,4.04,34,2,Working,15,Weekday,Maintain habits
6.2,4,2,2,7.04,69,4,Phone,7,Weekday,Reduce screen time
6.97,3,4,2,5.81,37,5,Phone,19,Weekday,Stay active
7.35,3,4,2,3.61,59,3,Studying,18,Weekday,Reduce screen time
7.64,4,3,1,4.22,74,5,Exercise,8,Weekday,Maintain habits
6.87,3,4,2,3.52,52,2,Phone,19,Weekday,Take a short break
8.31,4,3,2,2.09,19,3,Working,9,Weekday,Stay active
6.79,4,2,2,4.11,42,2,Relaxing,16,Weekday,Take a short break
6.75,3,3,2,6.21,92,3,Exercise,18,Weekend,Take a short break
9.37,2,5,3,7.33,147,2,Exercise,16,Weekday,Connect socially
7.95,4,3,3,5.58,44,2,Phone,19,Weekend,Connect socially
6.37,3,2,2,4.07,17,1,Phone,15,Weekday,Prepare for bed
9.32,5,3,3,4.25,41,4,Phone,11,Weekend,Maintain habits
5.63,4,4,3,4.13,87,3,Studying,16,Weekday,Reduce screen time
7.65,3,3,4,3.16,101,3,Exercise,14,Weekday,Reduce screen time
6.08,3,2,4,3.17,10,4,Relaxing,10,Weekend,Stay active
5.57,4,2,3,2.0,60,4,Exercise,16,Weekend,Connect socially
6.69,3,3,3,6.42,17,5,Studying,11,Weekday,Take a short break
6.4,3,3,4,7.18,23,4,Studying,16,Weekend,Prepare for bed
9.36,2,4,4,4.35,54,3,Studying,17,Weekday,Maintain habits
7.28,3,2,2,5.2,57,2,Studying,19,Weekend,Take a short break
7.45,3,3,3,4.24,98,1,Relaxing,20,Weekend,Connect socially
7.25,3,3,3,4.89,136,4,Relaxing,18,Weekday,Maintain habits
7.93,3,3,2,2.53,51,4,Relaxing,21,Weekend,Stay active
7.97,4,4,3,5.1,29,3,Relaxing,17,Weekend,Reduce screen time
8.76,3,3,3,5.32,28,5,Phone,19,Weekend,Maintain habits
8.37,3,3,3,4.19,72,5,Phone,19,Weekday,Maintain habits
7.73,4,2,3,3.03,1,5,Relaxing,20,Weekend,Prepare for bed
7.63,3,3,3,3.02,55,4,Studying,19,Weekday,Stay active
8.6,3,3,4,4.89,34,5,Phone,21,Weekday,Reduce screen time
7.68,1,4,3,4.94,57,3,Phone,16,Weekend,Prepare for bed
6.92,4,3,4,1.2,50,3,Exercise,22,Weekday,Prepare for bed
7.31,3,3,2,3.67,54,1,Relaxing,15,Weekend,Connect socially
6.45,3,3,3,4.11,27,5,Studying,8,Weekday,Stay active
7.71,3,4,4,4.13,81,3,Relaxing,11,Weekday,Maintain habits
9.35,3,3,4,4.27,3,2,Phone,17,Weekend,Reduce screen time
6.94,2,3,3,7.01,29,4,Phone,6,Weekday,Connect socially
8.01,3,3,3,4.48,21,3,Studying,10,Weekday,Connect socially
8.44,3,3,3,6.2,22,3,Studying,14,Weekday,Stay active
8.83,4,2,3,5.11,55,5,Exercise,18,Weekday,Prepare for bed
8.21,3,4,3,5.49,113,4,Phone,10,Weekday,Maintain habits
7.71,3,3,2,3.58,35,1,Studying,17,Weekday,Connect socially
7.41,4,3,3,5.01,71,1,Exercise,18,Weekend,Take a short break
7.14,2,2,3,5.93,130,3,Phone,19,Weekend,Connect socially
8.1,5,3,3,5.3,52,1,Working,18,Weekend,Connect socially
7.85,3,3,3,1.91,63,1,Studying,12,Weekday,Maintain habits
6.14,4,3,3,8.1,70,3,Phone,23,Weekend,Connect socially
8.11,4,3,3,5.97,59,1,Phone,21,Weekday,Reduce screen time
6.72,2,3,2,6.01,54,4,Relaxing,14,Weekend,Prepare for bed
8.24,2,5,3,4.6,2,3,Studying,7,Weekday,Take a short break
7.71,2,3,4,6.09,22,3,Phone,17,Weekend,Reduce screen time
7.81,4,2,3,5.03,77,4,Studying,21,Weekday,Take a short break
8.26,3,3,3,5.37,155,3,Relaxing,20,Weekday,Maintain habits
8.41,3,3,3,5.67,98,3,Relaxing,21,Weekend,Reduce screen time
6.76,4,2,2,5.59,92,3,Exercise,23,Weekday,Prepare for bed
9.46,1,5,4,4.11,79,5,Relaxing,19,Weekend,Prepare for bed
7.68,4,2,3,3.6,51,2,Phone,10,Weekend,Take a short break
6.55,4,1,2,3.61,6,4,Phone,7,Weekday,Stay active
7.84,4,3,3,2.85,24,4,Studying,10,Weekday,Reduce screen time
6.53,4,3,2,5.07,91,3,Studying,11,Weekday,Maintain habits
6.54,3,3,3,2.58,40,4,Studying,8,Weekend,Maintain habits
7.21,4,3,3,6.85,64,2,Relaxing,16,Weekend,Maintain habits
7.35,4,2,2,7.66,19,1,Phone,19,Weekday,Connect socially
7.17,3,3,3,1.85,62,4,Exercise,6,Weekend,Reduce screen time
7.02,2,3,3,4.24,78,3,Studying,20,Weekday,Maintain habits
5.04,3,2,2,3.26,65,4,Relaxing,22,Weekday,Prepare for bed
9.23,2,5,3,3.01,68,3,Studying,10,Weekend,Prepare for bed
7.98,3,3,2,3.2,37,2,Relaxing,7,Weekend,Connect socially
6.53,1,4,4,1.67,69,3,Exercise,16,Weekday,Maintain habits
8.73,3,3,5,5.87,0,3,Phone,21,Weekday,Reduce screen time
5.85,4,3,3,4.17,66,5,Studying,19,Weekday,Take a short break
6.32,5,3,2,4.81,41,3,Relaxing,7,Weekday,Prepare for bed
6.81,3,3,3,4.61,121,1,Exercise,18,Weekday,Connect socially
7.15,2,4,2,4.57,55,4,Relaxing,20,Weekend,Maintain habits
6.85,4,2,2,2.25,75,3,Phone,13,Weekday,Take a short break
7.98,4,3,4,5.45,65,4,Relaxing,18,Weekday,Maintain habits
8.87,2,3,3,5.05,50,3,Working,16,Weekend,Take a short break
8.41,3,2,4,4.86,53,3,Phone,11,Weekday,Maintain habits
8.81,5,3,2,4.82,7,3,Working,21,Weekday,Stay active
7.14,2,3,3,3.99,108,4,Studying,12,Weekend,Reduce screen time
7.8,5,2,3,6.08,132,3,Studying,20,Weekday,Connect socially
6.58,4,1,2,4.78,43,3,Phone,18,Weekday,Connect socially
6.56,3,4,3,3.46,29,3,Relaxing,12,Weekday,Stay active
5.77,4,2,3,5.18,51,1,Phone,19,Weekday,Prepare for bed
8.97,2,4,5,3.41,37,2,Studying,7,Weekday,Reduce screen time
8.68,5,2,3,4.76,45,4,Relaxing,12,Weekday,Stay active
9.76,3,4,4,5.61,32,5,Phone,13,Weekday,Maintain habits
8.76,4,3,3,7.26,34,4,Phone,21,Weekend,Prepare for bed
7.83,2,3,3,2.57,71,3,Exercise,21,Weekday,Maintain habits
6.87,3,2,2,4.35,18,4,Working,13,Weekday,Take a short break
8.56,2,3,4,4.24,49,2,Phone,16,Weekday,Reduce screen time
8.36,2,3,3,5.56,18,2,Phone,23,Weekend,Stay active
6.02,4,2,1,4.07,7,2,Phone,18,Weekday,Prepare for bed
8.03,3,2,3,5.83,92,3,Relaxing,8,Weekend,Connect socially
5.95,3,1,2,3.02,109,3,Studying,15,Weekday,Take a short break
8.29,3,2,3,4.31,19,2,Phone,15,Weekend,Stay active
8.34,3,3,3,5.15,31,3,Exercise,13,Weekday,Maintain habits
7.02,4,3,3,5.85,101,5,Relaxing,16,Weekday,Maintain habits
6.57,3,3,3,5.14,136,3,Relaxing,19,Weekday,Maintain habits
9.41,3,3,3,3.96,222,3,Relaxing,18,Weekday,Take a short break
8.21,3,3,3,3.62,54,3,Exercise,14,Weekend,Maintain habits
7.98,2,3,4,2.54,25,1,Studying,19,Weekday,Connect socially
7.73,3,3,3,7.51,33,2,Phone,17,Weekday,Stay active
8.41,2,4,4,5.65,142,3,Phone,19,Weekday,Take a short break
8.13,3,3,3,7.85,0,3,Phone,9,Weekday,Prepare for bed
7.14,2,3,3,3.04,67,5,Exercise,15,Weekday,Maintain habits
6.18,4,3,2,7.06,66,3,Working,15,Weekend,Take a short break
7.32,3,3,3,4.69,91,3,Phone,14,Weekend,Connect socially
7.47,2,3,3,5.39,39,3,Phone,18,Weekday,Prepare for bed
9.06,4,3,4,3.72,69,2,Relaxing,17,Weekend,Maintain habits
9.0,3,3,4,5.87,21,3,Studying,15,Weekday,Reduce screen time
7.11,2,3,3,3.1,27,4,Relaxing,17,Weekday,Maintain habits
9.4,1,5,5,3.46,43,4,Exercise,19,Weekday,Maintain habits
7.93,4,3,3,7.0,24,1,Relaxing,18,Weekday,Take a short break
7.63,3,3,3,4.78,8,4,Phone,19,Weekday,Reduce screen time
7.68,3,4,4,5.63,30,3,Relaxing,20,Weekday,Maintain habits
8.76,3,3,3,5.52,48,1,Working,19,Weekend,Take a short break
7.47,3,3,3,3.35,91,5,Relaxing,11,Weekday,Prepare for bed
7.45,5,3,3,5.54,63,4,Phone,20,Weekday,Prepare for bed
8.39,3,3,3,4.83,22,3,Relaxing,14,Weekday,Reduce screen time
8.61,2,3,4,2.93,19,4,Working,18,Weekday,Take a short break
7.98,3,3,4,2.96,36,4,Studying,23,Weekend,Maintain habits
7.33,2,3,3,2.32,44,5,Studying,13,Weekday,Take a short break
6.54,4,3,2,4.9,141,2,Phone,13,Weekday,Take a short break
7.03,3,2,4,6.51,67,2,Relaxing,11,Weekday,Reduce screen time
9.16,3,4,4,4.36,41,4,Phone,23,Weekend,Take a short break
7.46,4,3,2,3.82,20,1,Studying,15,Weekday,Stay active
8.91,2,3,3,5.32,88,4,Studying,19,Weekend,Connect socially
6.68,3,3,3,5.33,127,2,Studying,8,Weekday,Maintain habits
7.7,2,3,2,3.31,77,4,Relaxing,11,Weekday,Reduce screen time
8.0,3,2,3,3.6,64,2,Studying,8,Weekday,Connect socially
9.15,3,4,3,3.08,25,4,Studying,20,Weekday,Take a short break
5.37,4,2,2,4.45,78,2,Phone,9,Weekday,Prepare for bed
8.44,4,2,3,2.96,110,2,Studying,22,Weekday,Maintain habits
7.51,2,2,2,4.63,9,1,Working,18,Weekday,Take a short break
7.46,2,4,3,2.65,23,4,Exercise,21,Weekday,Prepare for bed
5.38,3,3,2,4.69,36,2,Phone,15,Weekday,Maintain habits
5.84,3,2,3,3.12,62,3,Studying,17,Weekday,Stay active
7.93,4,3,2,4.06,170,5,Phone,7,Weekday,Prepare for bed
8.94,3,3,3,5.89,20,3,Phone,16,Weekday,Reduce screen time
7.62,5,1,3,3.44,39,2,Studying,17,Weekday,Stay active
9.52,2,5,4,3.39,130,4,Exercise,9,Weekend,Maintain habits
4.4,4,2,2,5.24,38,2,Studying,23,Weekday,Prepare for bed
5.64,4,2,2,6.53,10,4,Studying,6,Weekday,Take a short break
5.53,4,2,3,2.84,92,3,Exercise,13,Weekday,Take a short break
9.04,3,3,3,4.83,106,5,Relaxing,18,Weekend,Maintain habits
7.94,4,2,4,3.23,14,2,Studying,16,Weekday,Take a short break
7.38,4,3,3,4.83,31,3,Relaxing,12,Weekday,Maintain habits
8.38,1,4,5,2.85,26,4,Relaxing,23,Weekday,Maintain habits
7.1,4,2,2,3.56,57,4,Exercise,11,Weekday,Connect socially
9.28,3,3,3,3.97,49,2,Phone,17,Weekend,Prepare for bed
9.07,2,2,3,6.59,19,1,Studying,9,Weekday,Maintain habits
5.54,3,2,2,3.72,58,3,Relaxing,8,Weekday,Stay active
8.14,3,3,4,3.21,77,3,Exercise,16,Weekday,Connect socially
8.66,3,1,5,1.87,90,2,Working,20,Weekend,Maintain habits
6.73,2,4,3,5.78,45,4,Phone,17,Weekend,Maintain habits
6.37,4,2,2,2.78,99,2,Exercise,13,Weekend,Connect socially
7.81,4,3,2,3.37,26,5,Studying,6,Weekend,Take a short break
8.23,2,3,4,0.98,156,4,Studying,22,Weekend,Maintain habits
8.08,2,4,3,4.4,89,3,Phone,11,Weekday,Maintain habits
8.8,4,3,3,2.08,31,4,Relaxing,17,Weekday,Reduce screen time
7.45,4,3,3,3.46,33,1,Studying,6,Weekday,Maintain habits
7.59,2,4,4,2.75,78,3,Exercise,9,Weekday,Maintain habits
10.47,3,3,4,3.3,18,4,Studying,11,Weekend,Maintain habits
7.71,3,4,3,3.64,41,5,Phone,9,Weekday,Maintain habits
6.78,4,2,2,3.67,10,2,Relaxing,17,Weekday,Stay active
8.12,4,3,4,2.59,4,5,Phone,15,Weekday,Maintain habits
6.88,4,2,1,2.29,37,3,Studying,20,Weekday,Prepare for bed
6.89,3,3,3,1.88,89,4,Exercise,9,Weekday,Reduce screen time
6.27,3,3,3,6.63,64,4,Exercise,15,Weekday,Maintain habits
7.7,2,3,3,5.66,61,2,Relaxing,15,Weekday,Maintain habits
8.86,3,3,3,6.04,60,2,Phone,12,Weekday,Connect socially
7.88,3,3,3,5.26,32,3,Relaxing,9,Weekday,Stay active
8.13,3,3,3,3.08,16,3,Working,6,Weekday,Connect socially
8.72,2,3,4,2.66,84,3,Studying,6,Weekend,Take a short break
8.94,4,3,4,5.75,49,4,Studying,15,Weekday,Reduce screen time
6.6,4,3,4,5.53,45,5,Studying,8,Weekday,Reduce screen time
7.3,3,4,2,5.33,17,2,Studying,15,Weekend,Maintain habits
8.32,3,4,4,3.76,49,5,Studying,15,Weekend,Maintain habits
7.4,3,3,3,6.92,0,2,Phone,15,Weekday,Stay active
6.57,1,3,2,3.91,110,5,Relaxing,11,Weekday,Reduce screen time
7.62,2,3,4,2.41,82,4,Exercise,16,Weekday,Maintain habits
5.73,3,3,2,4.98,84,4,Studying,15,Weekend,Take a short break
8.44,3,3,4,6.3,75,4,Exercise,23,Weekday,Connect socially
7.09,3,3,4,3.26,40,2,Relaxing,8,Weekend,Reduce screen time
5.84,3,3,2,4.19,86,4,Relaxing,8,Weekend,Stay active
8.46,3,4,4,2.9,51,3,Exercise,20,Weekday,Take a short break
7.5,3,3,3,2.84,62,3,Studying,12,Weekday,Take a short break
8.47,2,3,2,5.15,73,3,Relaxing,11,Weekend,Maintain habits
9.87,3,4,3,3.87,25,3,Phone,21,Weekend,Maintain habits
8.97,2,4,4,3.21,78,4,Exercise,17,Weekend,Stay active
8.74,2,3,4,3.73,44,3,Working,18,Weekday,Connect socially
7.78,3,2,3,7.58,35,2,Relaxing,6,Weekday,Connect socially
10.24,3,3,4,1.58,32,3,Studying,12,Weekend,Stay active
8.44,2,4,3,5.1,28,4,Phone,12,Weekend,Reduce screen time
5.94,2,4,3,2.96,31,4,Phone,19,Weekday,Reduce screen time
5.74,4,2,2,5.63,26,3,Phone,15,Weekday,Reduce screen time
8.29,4,3,5,3.42,58,2,Studying,17,Weekday,Stay active
6.45,3,4,2,4.66,62,4,Studying,22,Weekday,Prepare for bed
8.13,3,4,3,4.57,66,2,Exercise,23,Weekend,Maintain habits
8.04,1,5,4,4.04,34,5,Relaxing,10,Weekday,Prepare for bed
7.02,4,3,2,3.71,65,3,Studying,17,Weekday,Take a short break
6.2,3,2,3,4.31,74,4,Exercise,18,Weekday,Take a short break
6.21,4,2,2,4.75,7,2,Working,19,Weekday,Take a short break
7.6,3,3,4,7.98,90,2,Exercise,21,Weekend,Reduce screen time
7.89,4,4,3,5.17,49,2,Relaxing,19,Weekday,Connect socially
6.08,3,1,2,6.01,46,3,Relaxing,18,Weekday,Connect socially
10.12,3,4,4,1.65,105,4,Studying,8,Weekend,Maintain habits
7.96,2,4,3,4.72,58,3,Relaxing,17,Weekday,Maintain habits
7.8,2,3,3,3.53,26,4,Relaxing,17,Weekday,Maintain habits
7.32,3,4,2,6.34,80,2,Phone,18,Weekday,Connect socially
7.49,3,2,3,6.39,28,5,Phone,17,Weekday,Stay active
7.79,3,2,3,4.34,32,3,Exercise,15,Weekday,Take a short break
7.54,3,4,3,1.51,126,3,Exercise,16,Weekday,Take a short break
8.83,4,4,4,4.26,105,3,Working,23,Weekday,Maintain habits
8.76,3,3,2,5.76,4,3,Phone,14,Weekday,Connect socially
7.63,4,2,2,2.92,32,4,Studying,19,Weekday,Take a short break
6.65,4,2,2,7.13,6,3,Phone,17,Weekday,Take a short break
6.46,3,3,3,4.79,100,3,Relaxing,15,Weekday,Maintain habits
7.41,3,4,3,4.06,132,4,Phone,15,Weekday,Take a short break
7.16,1,4,3,3.81,186,5,Studying,17,Weekday,Maintain habits
8.59,4,3,3,6.98,74,2,Working,20,Weekend,Reduce screen time
9.21,3,3,3,5.59,74,3,Relaxing,10,Weekday,Stay active
7.75,3,3,3,5.18,77,3,Exercise,21,Weekday,Take a short break
6.69,3,2,4,5.35,12,3,Studying,19,Weekday,Reduce screen time
6.08,4,3,2,5.64,33,3,Phone,14,Weekday,Reduce screen time
7.26,4,3,2,6.47,26,3,Phone,6,Weekday,Maintain habits
7.68,3,3,4,5.79,26,3,Relaxing,9,Weekday,Stay active
6.38,4,3,2,5.32,7,2,Phone,10,Weekday,Connect socially
7.94,2,2,3,2.22,138,4,Relaxing,9,Weekend,Maintain habits
8.72,1,3,4,3.27,6,4,Studying,9,Weekday,Stay active
6.93,3,3,4,1.81,29,2,Studying,22,Weekday,Prepare for bed
7.77,4,4,3,3.68,46,1,Phone,18,Weekend,Connect socially
8.23,3,3,4,2.61,73,3,Exercise,20,Weekday,Connect socially
9.05,3,3,3,2.12,0,4,Relaxing,17,Weekday,Take a short break
8.14,3,3,3,3.94,83,3,Studying,18,Weekday,Take a short break
5.88,3,3,2,6.07,87,2,Studying,21,Weekday,Prepare for bed
9.47,3,4,3,7.16,87,3,Studying,12,Weekend,Maintain habits
6.7,5,2,3,3.51,11,1,Studying,18,Weekday,Reduce screen time
6.88,3,2,3,2.08,76,2,Exercise,21,Weekday,Prepare for bed
6.56,5,3,2,5.4,17,3,Studying,22,Weekend,Take a short break
6.85,2,4,2,7.15,16,4,Phone,15,Weekday,Maintain habits
7.71,4,4,3,4.58,32,4,Exercise,20,Weekday,Prepare for bed
6.16,5,2,1,5.46,36,2,Working,16,Weekday,Take a short break
7.21,4,3,3,5.73,32,2,Phone,12,Weekday,Connect socially
5.73,5,1,2,6.37,45,2,Phone,12,Weekday,Connect socially
7.99,3,3,4,3.61,58,3,Studying,16,Weekday,Maintain habits
6.91,2,3,2,3.86,9,2,Working,12,Weekday,Connect socially
8.16,3,4,3,2.07,23,4,Exercise,7,Weekend,Prepare for bed
6.78,2,3,3,2.14,3,4,Phone,9,Weekday,Stay active
8.12,4,3,3,4.88,16,4,Studying,20,Weekend,Maintain habits
6.53,4,3,2,6.38,36,3,Phone,21,Weekday,Reduce screen time
6.74,3,4,3,3.72,38,3,Studying,21,Weekend,Prepare for bed
7.48,3,4,3,4.47,52,3,Relaxing,17,Weekday,Prepare for bed
9.26,1,5,4,6.91,115,3,Phone,22,Weekend,Maintain habits
6.11,5,2,3,3.68,72,2,Exercise,16,Weekend,Connect socially
6.2,3,3,3,3.84,57,2,Phone,16,Weekday,Maintain habits
8.4,3,4,3,5.24,44,2,Relaxing,16,Weekday,Maintain habits
7.94,3,3,2,6.61,82,3,Relaxing,12,Weekend,Maintain habits
8.07,3,3,3,4.87,42,4,Studying,18,Weekend,Take a short break
9.58,3,3,3,3.97,14,5,Relaxing,16,Weekday,Reduce screen time
7.5,3,3,3,2.75,30,4,Working,23,Weekend,Maintain habits
6.32,3,2,2,2.05,86,4,Relaxing,11,Weekday,Connect socially
6.46,3,3,2,5.69,31,3,Working,8,Weekday,Maintain habits
8.5,3,4,4,3.51,25,4,Relaxing,14,Weekday,Connect socially
6.06,5,2,1,4.91,40,2,Phone,11,Weekend,Prepare for bed
6.28,3,4,3,3.21,83,3,Relaxing,23,Weekday,Prepare for bed
6.86,4,3,3,4.39,52,3,Exercise,17,Weekday,Maintain habits
5.72,4,2,1,5.27,51,4,Relaxing,14,Weekday,Stay active
6.38,3,4,4,2.92,157,3,Relaxing,18,Weekday,Maintain habits
8.54,2,5,4,3.46,111,4,Exercise,16,Weekday,Maintain habits
6.28,3,3,4,5.56,37,2,Phone,11,Weekday,Prepare for bed
5.93,2,3,2,3.84,43,5,Relaxing,15,Weekend,Take a short break
7.31,3,2,3,2.75,121,3,Exercise,13,Weekday,Maintain habits
5.05,4,2,2,4.02,189,1,Phone,18,Weekday,Connect socially
8.66,4,3,4,3.77,107,3,Phone,20,Weekday,Reduce screen time
6.77,4,3,2,4.87,59,1,Phone,12,Weekday,Connect socially
6.72,3,3,3,4.33,42,4,Exercise,18,Weekday,Maintain habits
7.16,3,3,4,4.35,37,2,Exercise,19,Weekday,Prepare for bed
8.12,3,3,4,2.45,103,4,Exercise,14,Weekday,Maintain habits
6.76,4,4,2,8.55,15,5,Studying,16,Weekday,Take a short break
4.83,4,4,2,5.97,14,3,Relaxing,14,Weekday,Take a short break
6.95,3,4,2,5.19,40,4,Phone,14,Weekend,Maintain habits
8.0,3,4,3,4.16,43,3,Exercise,15,Weekday,Stay active
6.05,3,3,3,4.53,46,2,Exercise,13,Weekday,Connect socially
6.81,3,4,2,4.95,13,3,Working,16,Weekday,Stay active
7.34,3,3,2,4.08,51,3,Phone,19,Weekday,Take a short break
6.45,3,4,2,5.02,84,3,Exercise,15,Weekday,Reduce screen time
7.71,4,3,3,6.06,90,3,Exercise,22,Weekday,Take a short break
6.57,3,3,3,4.46,126,3,Exercise,11,Weekday,Connect socially
9.03,3,2,2,3.99,26,5,Studying,16,Weekday,Connect socially
8.39,4,2,4,4.84,11,4,Studying,17,Weekday,Stay active
7.25,3,4,3,3.56,46,4,Studying,17,Weekday,Maintain habits
9.48,3,4,4,6.17,46,5,Studying,22,Weekend,Maintain habits
7.61,4,2,3,3.26,41,3,Exercise,14,Weekday,Reduce screen time
7.66,3,4,3,3.46,92,5,Phone,14,Weekday,Reduce screen time
7.93,3,4,2,3.98,31,3,Relaxing,17,Weekday,Reduce screen time
7.59,2,3,3,2.18,120,3,Exercise,17,Weekday,Take a short break
8.07,3,4,2,4.25,38,4,Studying,19,Weekday,Reduce screen time
7.62,3,4,4,3.64,8,4,Studying,20,Weekday,Stay active
7.7,2,3,4,4.42,42,3,Relaxing,6,Weekday,Maintain habits
9.21,1,4,3,1.0,36,4,Studying,19,Weekday,Stay active
8.95,3,4,4,3.38,12,4,Studying,19,Weekday,Stay active
6.12,4,3,3,4.45,167,1,Relaxing,17,Weekday,Connect socially
7.3,3,3,3,5.43,81,4,Phone,13,Weekday,Take a short break
7.74,3,2,3,5.55,99,3,Relaxing,21,Weekend,Prepare for bed
5.42,2,4,2,2.16,180,5,Exercise,19,Weekday,Prepare for bed
9.67,2,3,3,5.36,15,2,Phone,12,Weekend,Connect socially
6.89,3,5,3,3.11,61,4,Phone,13,Weekend,Take a short break
8.28,2,5,3,4.18,58,4,Phone,19,Weekday,Connect socially
5.75,3,4,3,2.74,129,2,Relaxing,21,Weekday,Prepare for bed
7.62,3,3,1,3.66,15,4,Studying,16,Weekend,Reduce screen time
6.99,3,3,4,4.42,49,3,Studying,21,Weekday,Prepare for bed
8.19,5,2,3,4.06,78,1,Relaxing,15,Weekday,Connect socially
7.47,4,3,3,5.24,118,4,Studying,15,Weekday,Stay active
8.21,5,2,3,3.54,34,1,Working,18,Weekday,Take a short break
8.04,2,5,4,2.27,89,5,Exercise,8,Weekend,Maintain habits
7.28,2,4,3,4.11,75,3,Studying,10,Weekend,Maintain habits
7.02,3,3,3,6.78,63,4,Exercise,19,Weekend,Prepare for bed
8.74,2,4,3,1.48,19,4,Studying,12,Weekend,Stay active
6.29,3,3,3,5.23,77,5,Studying,11,Weekday,Prepare for bed
7.19,3,3,3,7.71,100,3,Phone,9,Weekday,Reduce screen time
6.65,4,4,2,3.02,98,3,Relaxing,12,Weekend,Maintain habits
7.96,4,2,2,3.57,35,2,Working,12,Weekend,Take a short break
8.44,3,3,4,5.11,54,3,Relaxing,14,Weekend,Stay active
7.67,1,4,4,3.26,81,5,Studying,22,Weekend,Prepare for bed
5.36,3,3,3,7.01,51,5,Exercise,18,Weekday,Reduce screen time
8.17,3,3,1,2.03,11,1,Studying,18,Weekday,Connect socially
7.43,1,2,4,4.57,79,3,Relaxing,10,Weekend,Maintain habits
9.36,2,4,3,4.53,18,2,Studying,11,Weekday,Stay active
7.81,2,3,2,4.4,65,3,Phone,21,Weekday,Prepare for bed
8.32,2,4,2,4.98,13,3,Studying,18,Weekday,Stay active
5.19,4,2,2,6.22,49,5,Phone,20,Weekday,Take a short break
6.71,4,3,3,4.38,175,3,Phone,14,Weekday,Reduce screen time
7.99,3,4,4,2.31,123,3,Studying,17,Weekday,Maintain habits
7.32,1,3,3,3.06,78,4,Exercise,16,Weekday,Maintain habits
5.69,2,3,3,5.06,131,1,Exercise,11,Weekday,Connect socially
6.13,4,1,2,5.1,57,4,Exercise,20,Weekday,Take a short break
7.39,4,4,4,5.04,46,4,Phone,14,Weekday,Stay active
7.23,4,3,4,5.28,11,5,Phone,16,Weekday,Reduce screen time
5.24,3,3,3,5.28,82,5,Phone,10,Weekday,Maintain habits
9.01,2,4,4,4.16,84,3,Relaxing,18,Weekday,Reduce screen time
7.34,3,3,4,3.55,94,4,Exercise,19,Weekday,Maintain habits
8.29,4,4,3,2.73,69,5,Studying,15,Weekday,Take a short break
9.23,2,4,3,6.81,133,4,Working,23,Weekend,Maintain habits
6.62,3,3,1,6.23,73,3,Phone,12,Weekday,Connect socially
7.5,3,3,4,4.71,38,2,Working,21,Weekday,Prepare for bed
6.85,2,4,4,3.42,102,3,Exercise,19,Weekday,Prepare for bed
8.2,3,3,3,3.66,74,4,Relaxing,22,Weekday,Take a short break
8.8,3,4,2,4.18,41,2,Relaxing,19,Weekend,Maintain habits
7.16,2,3,3,6.57,67,5,Studying,16,Weekend,Maintain habits
6.58,2,3,3,2.94,35,4,Studying,15,Weekday,Reduce screen time
6.86,3,3,3,4.7,35,4,Studying,20,Weekend,Take a short break
7.98,3,2,4,3.25,25,3,Relaxing,20,Weekday,Maintain habits
6.94,3,3,2,2.42,74,3,Relaxing,17,Weekday,Maintain habits
6.07,3,2,3,6.35,2,5,Studying,18,Weekday,Reduce screen time
7.79,2,4,3,3.1,203,3,Studying,16,Weekday,Maintain habits
6.12,3,3,2,3.22,148,4,Phone,11,Weekday,Maintain habits
6.38,4,2,3,5.24,27,5,Phone,8,Weekday,Stay active
7.09,3,4,4,5.17,38,3,Phone,18,Weekday,Reduce screen time
7.55,3,3,3,2.21,95,2,Exercise,18,Weekday,Connect socially
7.58,3,3,4,6.9,15,2,Phone,18,Weekday,Connect socially
7.79,3,4,3,5.68,67,3,Exercise,17,Weekday,Connect socially
6.29,2,3,3,3.88,63,4,Studying,14,Weekday,Take a short break
8.27,2,3,3,5.27,66,3,Studying,12,Weekday,Prepare for bed
7.2,3,4,2,3.11,12,4,Relaxing,8,Weekday,Maintain habits
8.08,3,3,4,3.76,86,4,Phone,10,Weekday,Reduce screen time
7.4,3,4,4,6.04,187,1,Exercise,18,Weekend,Prepare for bed
5.54,3,3,3,4.62,85,3,Relaxing,19,Weekday,Connect socially
8.88,3,4,3,5.56,22,4,Phone,21,Weekday,Stay active
6.56,2,3,3,2.57,72,1,Exercise,9,Weekend,Connect socially
6.51,3,4,2,2.39,41,4,Studying,20,Weekday,Prepare for bed
8.23,3,2,2,6.5,55,3,Phone,17,Weekday,Reduce screen time
8.24,2,4,4,0.11,91,4,Exercise,13,Weekday,Connect socially
7.91,1,4,4,4.95,71,5,Studying,19,Weekday,Take a short break
4.99,3,4,3,7.32,47,5,Relaxing,23,Weekday,Prepare for bed
6.63,3,2,3,4.51,208,4,Phone,15,Weekday,Connect socially
