sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
6.66,3,3,3,5.45,21,Working,High,Weekday,Prepare for bed,0.5558927462281958,0.2299473021187427,0.32594544410945314,1.2715550967741842,0.7096684117550718,0.536379864328291,Moderate,0.0023267023844324073,True
5.64,3,2,3,3.14,11,Studying,Medium,Weekday,Take a short break,0.37550495887720436,0.2794960788745829,0.09600888000262148,1.4736567480532228,0.8224634909774577,0.27169074930108544,Low,0.0032346995336743106,True
7.92,2,4,4,3.45,8,Exercise,High,Weekday,Maintain habits,0.4449338387985254,0.16931659514085928,0.2756172436576661,1.5586736206832923,0.8699123110284533,0.419169835814012,Moderate,0.0011430733218937515,True
5.64,3,3,3,5.31,19,Relaxing,Medium,Weekday,Prepare for bed,0.44589778537736435,0.1632966310489732,0.28260115432839117,1.5257923110044305,0.8515609026817582,0.4281626309133361,Moderate,0.0032977109855855703,True
7.93,3,3,3,4.21,21,Phone,Low,Weekday,Connect socially,0.553728941492687,0.18361539745429936,0.3701135440383877,1.3377796158900994,0.7466290196119103,0.5589317005761985,Moderate,0.002160809672847952,True
6.93,3,2,4,3.35,17,Phone,Medium,Weekday,Connect socially,0.37173276054182197,0.16531939848610694,0.20641336205571503,1.6389659950270579,0.9147243383807396,0.3288242280066725,Low,0.0019231294830664946,True
6.25,3,3,3,4.22,14,Relaxing,High,Weekday,Take a short break,0.2933254968215941,0.290533118839062,0.0027923779825320683,1.6165361581792688,0.9022060080841778,0.1535099365406542,Low,0.0018146990058946974,True
8.73,2,3,3,4.8,15,Studying,High,Weekday,Take a short break,0.29281925131457265,0.24660897270980708,0.046210278604765564,1.6727164772014647,0.9335608411335046,0.17740368988819266,Low,0.001042580547511926,True
6.43,4,4,3,3.47,18,Relaxing,Low,Weekend,Connect socially,0.42251249137423774,0.24189432678364978,0.18061816459058797,1.4531087032210004,0.8109954088017429,0.35436425457146997,Low,0.002515706547837088,True
6.55,3,3,3,5.91,20,Exercise,High,Weekday,Prepare for bed,0.5695029093198924,0.18199197747893991,0.38751093184095253,1.2776300854990563,0.7130589275186019,0.5849221759788981,High,0.0035284689831364727,True
7.35,3,4,3,6.15,11,Phone,Medium,Weekend,Reduce screen time,0.3345304394846256,0.17470356048366928,0.1598268790009563,1.6847165665735309,0.9402582185316194,0.2743658693624271,Low,0.0036961282437851586,True
8.11,2,4,3,6.11,21,Studying,Medium,Weekend,Prepare for bed,0.3714922787770698,0.15696034952625149,0.21453192925081832,1.6560746975388518,0.924272887059076,0.33248929851343906,Low,0.0014370636782041063,True
7.31,3,3,4,3.06,18,Exercise,Medium,Weekend,Connect socially,0.3239268927116078,0.24000368784105225,0.08392320487055555,1.609049038705031,0.898027367143347,0.224907871700943,Low,0.0025297782989994557,True
8.78,3,3,3,2.72,19,Working,Low,Weekday,Connect socially,0.6017990674373835,0.20297684069099112,0.39882222674639245,1.1930727622689574,0.6658665868711551,0.6168118216950663,High,0.0021460447315611994,True
6.51,3,4,3,4.96,9,Phone,Medium,Weekend,Prepare for bed,0.21442754237513967,0.193400676822986,0.021026865552153662,1.7521393406290728,0.9778875852035811,0.1156336829146042,Low,0.0033673180532200636,True
11.0,3,4,4,5.81,21,Relaxing,Medium,Weekend,Stay active,0.26796524001327593,0.1838007288850448,0.08416451112823112,1.7503165264316738,0.9768702532297842,0.18412546514977912,Low,0.005659647186983111,True
6.84,2,4,3,5.95,17,Phone,High,Weekend,Reduce screen time,0.35024566806426405,0.24755409312536578,0.10269157493889827,1.5793212608252432,0.8814359784048823,0.25320745740517114,Low,0.003934117703057628,True
11.0,2,4,4,3.51,14,Studying,High,Weekend,Maintain habits,0.36954518341288295,0.35633741883467945,0.013207764578203496,1.429698278926568,0.7979298022309468,0.21595480729435043,Low,0.003552811100884032,True
8.4,3,4,3,5.44,15,Exercise,Low,Weekday,Connect socially,0.5716657871653008,0.16292322028296083,0.40874256688234,1.3155157070497512,0.7342032954995437,0.5965287419421146,High,0.0018195750433222045,True
7.13,2,4,4,2.4,13,Exercise,Low,Weekday,Connect socially,0.5759808027668143,0.17295723416481487,0.4030235686019994,1.274460370488112,0.7112898758878549,0.599049884088895,High,0.0034667759859623765,True
8.19,3,3,3,4.57,10,Working,Low,Weekend,Connect socially,0.6101331776459338,0.2081791824041106,0.4019539952418232,1.1759215199806115,0.6562942962914741,0.6246688673516516,High,0.00157041691166631,True
6.85,3,4,4,5.25,7,Phone,Medium,Weekday,Stay active,0.24779065128992947,0.2408947884884589,0.006895862801470559,1.732451588150958,0.9668996413326345,0.12295296877497075,Low,0.004134969085043939,False
8.31,4,3,3,6.22,12,Studying,Medium,Weekend,Take a short break,0.6033884831090326,0.14999269966901477,0.45339578344001785,1.2535633701019346,0.6996270379092838,0.6489764582252204,High,0.0018099810133253315,True
6.48,4,2,3,6.73,16,Phone,Medium,Weekday,Take a short break,0.3397093838608743,0.22911707570860873,0.11059230815226556,1.5535407707274136,0.8670476129235843,0.25687431585926246,Low,0.0031030135028927413,True
7.99,1,3,3,3.46,18,Relaxing,Low,Weekday,Connect socially,0.6603641765180084,0.10216578474648233,0.5581983917715261,1.1540658248880344,0.6440964006096429,0.7183445993111752,High,0.0013903367387846568,True
7.44,4,2,3,6.34,19,Relaxing,Low,Weekday,Connect socially,0.6823929012539137,0.1676369863735806,0.5147559148803331,1.025349229133574,0.5722583007055774,0.7426251454231457,High,0.0013886320772416993,True
6.21,4,2,4,4.6,17,Working,Medium,Weekday,Take a short break,0.3953086229395523,0.28658355767364485,0.10872506526590747,1.4747798924453108,0.8230903297978335,0.2893783600493671,Low,0.0016775237718768623,True
8.4,4,4,3,4.93,9,Working,High,Weekend,Take a short break,0.6455488489700979,0.14213136449530756,0.5034174844747903,1.1701564315358064,0.6530767391674206,0.7098816342030599,High,0.002946126117109337,True
7.63,3,4,4,4.53,15,Studying,High,Weekday,Stay active,0.3078570247569222,0.2523832316307815,0.0554737931261407,1.6422083484942203,0.9165339303057983,0.1940605302677538,Low,0.0020103632425312475,True
7.2,4,3,3,6.69,18,Studying,Low,Weekend,Connect socially,0.4769344881730541,0.3239417084551848,0.15299277971786934,1.2934088350718937,0.7218652153288935,0.3773424224146042,Low,0.0009224995637549822,True
6.8,2,3,3,1.13,19,Exercise,Medium,Weekday,Prepare for bed,0.45161986319783215,0.23024248644220505,0.2213773767556271,1.4427149753555264,0.8051945588305401,0.3971541904018554,Moderate,0.003108547440610823,True
8.49,2,4,4,4.72,14,Exercise,High,Weekend,Maintain habits,0.42782092768665897,0.16730040840537047,0.2605205192812885,1.583658578982623,0.8838566817592496,0.39811244460404854,Moderate,0.0015949573277923336,True
8.4,3,3,4,6.95,22,Relaxing,High,Weekday,Prepare for bed,0.362492577064146,0.2227612229254537,0.1397313541386923,1.6022599555905377,0.8942383077126086,0.28208594603342857,Low,0.003831427048153114,True
7.1,2,4,3,2.55,20,Exercise,High,Weekday,Prepare for bed,0.6047116204202485,0.17918012530559105,0.4255314951146575,1.2202305571126753,0.6810236407671327,0.6337875476159455,High,0.004137335258343623,True
8.23,2,3,4,2.88,20,Relaxing,High,Weekday,Stay active,0.295590825680555,0.2637093972153607,0.03188142846519432,1.5971084273583471,0.8913631850632443,0.1770602344692369,Low,0.0010002162344797786,True
8.48,3,3,3,4.3,18,Working,Medium,Weekday,Take a short break,0.4115589882932536,0.2105938646997534,0.2009651235935002,1.5606172922938395,0.8709970948088257,0.3516777122856491,Low,0.0010804084789701855,True
9.32,3,4,3,5.67,15,Relaxing,High,Weekend,Take a short break,0.27945595741354323,0.2649346234636347,0.01452133394990851,1.637778939299121,0.9140618299646697,0.1531077486080965,Low,0.0017607763381236087,True
8.39,4,3,3,6.16,22,Phone,High,Weekend,Take a short break,0.31434706202371415,0.2799268940969723,0.03442016792674185,1.5268074991053484,0.8521274899488289,0.19512479746962486,Low,0.00350937496179052,True
6.3,3,4,2,4.03,21,Exercise,Medium,Weekday,Prepare for bed,0.6854706406529881,0.16471241129376132,0.5207582293592268,1.033121927020096,0.5765963259930177,0.7431425230952411,High,0.005011261075287166,True
8.19,3,5,2,4.08,20,Studying,Low,Weekday,Take a short break,0.3595886805362546,0.29651912801253805,0.06306955252371654,1.5106799929729815,0.8431265573965845,0.23733828152859926,Low,0.0032785901397606627,True
7.05,3,4,3,5.15,21,Phone,Low,Weekday,Prepare for bed,0.3844773885630085,0.2968487456649348,0.0876286428980737,1.5108453253315692,0.8432188311428251,0.2657111086534404,Low,0.001975017899038775,True
7.78,3,3,4,4.89,21,Phone,Medium,Weekday,Prepare for bed,0.3256824857419368,0.17206738995151963,0.15361509579041718,1.6874829111846206,0.9418021448557713,0.2657272566660093,Low,0.0023676253624427914,True
6.59,3,3,3,2.66,19,Relaxing,Medium,Weekday,Prepare for bed,0.367289871610112,0.20239038810797155,0.16489948350214045,1.570244110959333,0.8763699246059196,0.30543609575486486,Low,0.0029838379306681494,True
6.62,4,3,3,6.82,11,Relaxing,Medium,Weekday,Take a short break,0.3981752920722678,0.17876653244494314,0.21940875962732467,1.5777031465651716,0.8805328916413623,0.35665843484337534,Low,0.0026733040775358554,True
6.51,3,3,2,4.52,17,Studying,Low,Weekday,Connect socially,0.47769838303788087,0.31321713222497505,0.16448125081290582,1.278529385710547,0.7135608365230948,0.38738898063146154,Moderate,0.00132528941379784,True
6.56,3,3,2,3.4,18,Studying,Low,Weekend,Connect socially,0.4696608967873471,0.3091456814329012,0.1605152153544459,1.2787647603889467,0.7136922016323306,0.3809696139759522,Moderate,0.0021151657282592194,True
6.63,4,2,2,5.77,19,Working,High,Weekday,Take a short break,0.7253353587326393,0.15449499754880697,0.5708403611838324,0.9319938984410052,0.520155698600849,0.7723697717095178,High,0.001958022141600699,True
6.17,3,2,3,1.42,16,Relaxing,Low,Weekday,Connect socially,0.7647397109602752,0.09157324071138755,0.6731664702488876,0.8562092891480092,0.47785950282539347,0.7985609693670452,High,0.0025935815268333883,True
7.84,1,3,4,3.68,16,Phone,High,Weekday,Stay active,0.3182212407515284,0.24098113280739294,0.07724010794413547,1.6572912906840174,0.9249518806215822,0.21227725777476616,Low,0.003909703618179367,True
6.13,4,2,3,6.18,23,Phone,Medium,Weekday,Prepare for bed,0.5779626113577216,0.16221775497154367,0.415744856386178,1.2328392382969322,0.6880606797228632,0.6134924386367266,High,0.003936913552367238,True
6.55,4,3,2,5.47,16,Phone,Low,Weekday,Connect socially,0.4549206125447294,0.3378800789551657,0.11704053358956368,1.301158333775355,0.7261902929057402,0.3414045905766747,Low,0.0013197775533535922,True
7.25,3,2,4,4.77,10,Working,Medium,Weekday,Connect socially,0.35563513948341074,0.2599535639837626,0.09568157549964812,1.5896909661578786,0.8872234211452312,0.2495682313882423,Low,0.0016300220448275022,True
9.15,2,4,4,2.75,19,Studying,High,Weekday,Stay active,0.3397521883715765,0.33217069813137556,0.007581490240200939,1.5198399840608185,0.8482388457618211,0.18854775878298585,Low,0.00358042410902815,True
7.22,4,2,3,3.73,14,Exercise,Medium,Weekend,Take a short break,0.4966792679850139,0.3294635012599221,0.1672157667250918,1.2257054039570123,0.6840792109696978,0.40374086510688095,Moderate,0.0019684869138667047,True
6.5,3,4,4,4.29,12,Studying,High,Weekend,Stay active,0.2870655914306543,0.23005645260847124,0.05700913882218306,1.6424624944407342,0.9166757718592426,0.18575075894747403,Low,0.0017807568733288447,True
6.57,1,4,3,3.67,18,Working,High,Weekend,Prepare for bed,0.4115720647142045,0.2214874737966599,0.1900845909175446,1.5202568795932005,0.8484715195886052,0.3485723388459522,Low,0.0031741427511454063,True
6.35,4,3,2,3.07,22,Studying,High,Weekday,Take a short break,0.4874590701264501,0.4474795387951212,0.03997953133132892,0.9696773862106127,0.5411872535705808,0.33910480277471666,Low,0.0028844641220903775,True
6.56,4,2,2,6.14,13,Studying,Medium,Weekday,Take a short break,0.7174269545781602,0.13198949655233005,0.5854374580258301,0.9739965077615099,0.543597801205503,0.7641225693190715,High,0.0017901368199492017,True
9.67,2,4,5,2.33,14,Studying,Low,Weekday,Connect socially,0.4925583008800908,0.21395767389273432,0.27860062698735644,1.2959958031952044,0.7233090297290624,0.4720098683413779,Moderate,0.007158574665330688,True
8.27,2,4,3,3.65,16,Working,Medium,Weekday,Stay active,0.255138407435862,0.21846568602050337,0.036672721415358656,1.6996939941286768,0.9486172800085478,0.1507597323351794,Low,0.001245441522882219,True
7.62,4,2,3,3.27,18,Studying,Medium,Weekend,Take a short break,0.5959126062484211,0.21887544024364927,0.3770371660047719,1.1842498952978862,0.6609424510579522,0.5998981988035393,High,0.002241601874533537,True
9.9,5,3,3,4.48,15,Phone,Medium,Weekend,Take a short break,0.5413503247801729,0.18422623169123037,0.3571240930889425,1.3391186618351227,0.7473763553832682,0.5441192402366839,Moderate,0.004955830984072125,True
6.61,3,3,3,3.68,15,Phone,High,Weekday,Take a short break,0.2861811470192564,0.25033245109988095,0.03584869591937545,1.6730236301083012,0.9337322664347861,0.16712915001527096,Low,0.00206606223350173,True
6.82,2,3,4,2.66,18,Studying,Medium,Weekday,Prepare for bed,0.2666752933146172,0.2298145430373018,0.03686075027731539,1.6501894134997386,0.9209882474965744,0.16160875768638364,Low,0.0038535042935434337,True
6.76,4,3,3,3.96,23,Studying,Medium,Weekday,Prepare for bed,0.499136229737046,0.32354704460130423,0.1755891851357418,1.2185180262636914,0.680067859102018,0.41151016115628636,Moderate,0.0048958217816450515,True
8.33,2,4,4,3.29,13,Exercise,Medium,Weekday,Maintain habits,0.4127181612891857,0.21961301083145304,0.19310515045773266,1.5723987531293413,0.8775724532974166,0.3453822872410631,Low,0.0010039494206959588,True
7.88,3,2,3,6.0,17,Phone,Medium,Weekend,Connect socially,0.30140069338619285,0.24109910948512012,0.060301583901072736,1.6276695713434801,0.9084196842809098,0.19615748389835572,Low,0.002741803476618883,True
8.83,3,3,3,7.87,20,Phone,Medium,Weekday,Reduce screen time,0.4397191904423974,0.15468459590830747,0.2850345945340899,1.5542239102362838,0.8674288803429019,0.42391207580436135,Moderate,0.005258170224820026,True
7.71,4,3,3,4.24,11,Relaxing,Low,Weekday,Connect socially,0.618818268307782,0.22959205220370774,0.38922621610407426,1.1172049900753243,0.6235239769971193,0.62622177661193,High,0.0014763492146762005,True
8.2,3,3,3,3.46,20,Relaxing,Medium,Weekday,Take a short break,0.24148233624207754,0.23296558345095414,0.008516752791123405,1.6701884487092287,0.9321499215677633,0.1281987939491686,Low,0.002603457427569235,True
5.34,2,2,4,2.74,14,Phone,Medium,Weekday,Connect socially,0.34316178283446674,0.24948058977033233,0.09368119306413442,1.6101969817015866,0.8986680463283998,0.24026602815472417,Low,0.0026200363510924043,True
5.47,3,4,3,3.99,9,Phone,High,Weekday,Prepare for bed,0.32354062548807483,0.21008855966714668,0.11345206582092815,1.6302899349745266,0.9098821370688251,0.24303330013051835,Low,0.00251524192894648,True
6.2,3,3,2,8.04,7,Phone,High,Weekend,Reduce screen time,0.41191935916053685,0.2878041820387319,0.12411517712180492,1.4135411896432195,0.7889123590077727,0.31446186380595054,Low,0.0058782707301216555,True
6.8,4,2,3,4.84,7,Exercise,High,Weekday,Take a short break,0.6040373725000715,0.15197770529292595,0.4520596672071455,1.2424968677387496,0.6934507053416358,0.6495684436017068,High,0.004915831417302938,True
5.63,4,3,2,4.78,20,Exercise,Medium,Weekday,Prepare for bed,0.4347123423457633,0.41277506557300003,0.021937276772763248,1.1614149638024232,0.6481980331337646,0.28133704116977487,Low,0.002037594057443703,True
8.55,3,3,5,4.48,18,Exercise,High,Weekday,Maintain habits,0.2799009888803477,0.2136654029474842,0.0662355859328635,1.7273506998104962,0.9640527813449714,0.17950979888016663,Low,0.0017103838540795575,True
7.04,3,2,2,4.1,20,Phone,Low,Weekday,Connect socially,0.6257861436896458,0.15923048537705686,0.46655565831258894,1.1297974107278856,0.6305519407773171,0.6820823373236894,High,0.0018061273311710646,True
7.9,3,3,4,4.55,19,Relaxing,Medium,Weekday,Connect socially,0.2580470147755627,0.22723157217433154,0.030815442601231147,1.7176570609793012,0.9586426585033317,0.14596343476919865,Low,0.0029703143217701586,True
6.73,3,3,4,3.89,15,Studying,High,Weekday,Take a short break,0.2935088880398527,0.251451826257027,0.0420570617828257,1.6496804483656389,0.9207041886466892,0.17737810513657384,Low,0.0021777686317330223,True
8.12,3,4,2,5.55,22,Relaxing,Low,Weekday,Prepare for bed,0.3379687766849005,0.3242850962212535,0.013683680463646986,1.5112346010298927,0.8434360900467176,0.1929773078234146,Low,0.0020537737415612773,True
5.19,3,3,1,5.74,21,Phone,Medium,Weekday,Prepare for bed,0.6298544889282975,0.1625657515193935,0.46728873740890403,1.1488045032783298,0.6411600011095631,0.682304635982054,High,0.0027143160298808353,True
7.9,4,2,2,4.57,14,Phone,Medium,Weekend,Take a short break,0.6132728875467631,0.20941374362565118,0.40385914392111194,1.1639313402791176,0.6496024495858113,0.6287537102236596,High,0.0023146483774245503,True
8.48,4,4,4,6.01,19,Phone,Low,Weekend,Connect socially,0.44369660497629015,0.19194552469460419,0.25175108028168597,1.5321047910837406,0.8550839648939143,0.4048724354577279,Moderate,0.005219650955754599,True
8.56,3,3,4,3.81,20,Studying,Low,Weekend,Connect socially,0.6338504392475331,0.11288258391825985,0.5209678553292733,1.205805951541939,0.6729731151142945,0.700638074638531,High,0.0015332144377262272,True
6.92,3,4,3,4.75,16,Exercise,Low,Weekday,Connect socially,0.5323164267337328,0.151198617409977,0.38111780932375583,1.381577262753018,0.7710729517440441,0.552110268208,Moderate,0.003606733578211136,True
5.45,5,1,3,5.65,9,Phone,Medium,Weekday,Take a short break,0.44174427069015765,0.26399345467560065,0.177750816014557,1.4270883769138996,0.796473188183419,0.36391585538407706,Low,0.005384157317732438,True
